status,coin_index,coin_symbol,coin_name,key_derivation,hash,private_header,public_header,public_key_hash,script_hash,wallet_import_format,evm,UCID,cmc_top
,833,777,Jackpot,,,,,,,,,7305,
,834,KYAN,Kyanite,,,,,,,,,,
,835,AZR,Azzure,,,,,,,,,,
,836,CFL,CryptoFlow,,,,,,,,,,
,837,DASHD,Dash Diamond,,,,,,,,,,
,838,TRTT,Trittium,,,,,,,,,,
,839,UCR,Ultra Clear,,,,,,,,,,
,840,PNY,Peony,,,,,,,,,,
,841,BECN,Beacon,,,,,,,,,,
,842,MONK,Monk,,,,,,,,,,
,843,SAGA,CryptoSaga,,,,,,,,,,
,844,SUV,Suvereno,,,,,,,,,,
,845,ESK,EskaCoin,,,,,,,,,,
,846,OWO,OneWorld Coin,,,,,,,,,,
,847,PEPS,PEPS Coin,,,,,,,,,,
,848,BIR,Birake,,,,,,,,,,
,849,MOBIC,MobilityCoin,,,,,,,,,,
,850,FLS,Flits,,,,,,,,,,
,851,FRECO,Freco,,,,,,,,,,
,852,DSM,Desmos,,,,,,,,,,
,853,PRCY,PRCY Coin,,,,,,,,,,
,854,,,,,,,,,,,,
,855,,,,,,,,,,,,
,856,,,,,,,,,,,,
,857,,,,,,,,,,,,
,858,HVH,HAVAH,,,,,,,,,,
,859,,,,,,,,,,,,
,860,,,,,,,,,,,,
,861,,,,,,,,,,,,
,862,,,,,,,,,,,,
,863,,,,,,,,,,,,
,864,,,,,,,,,,,,
,865,,,,,,,,,,,,
,866,MOB,MobileCoin,,,,,,,,,,
,867,,,,,,,,,,,,
,868,IF,Infinitefuture,,,,,,,,,,
,869,,,,,,,,,,,,
,870,,,,,,,,,,,,
,871,,,,,,,,,,,,
,872,,,,,,,,,,,,
,873,,,,,,,,,,,,
,874,,,,,,,,,,,,
,875,,,,,,,,,,,,
,876,,,,,,,,,,,,
,877,NAM,Namada,,,,,,,,,,
,878,SCR,Scorum Network,,,,,,,,,,
,879,,,,,,,,,,,,
,880,LUM,Lum Network,,,,,,,,,,
,881,,,,,,,,,,,,
,882,,,,,,,,,,,,
,883,ZBC,ZooBC,,,,,,,,,,
,884,,,,,,,,,,,,
,885,,,,,,,,,,,,
,886,ADF,AD Token,,,,,,,,,,
,887,,,,,,,,,,,,
,889,TOMO,TOMO,,,,,,,,,,
,890,XSEL,Seln,,,,,,,,,,
,891,,,,,,,,,,,,
,892,,,,,,,,,,,,
,893,,,,,,,,,,,,
,894,,,,,,,,,,,,
,895,,,,,,,,,,,,
,896,LKSC,LKSCoin,,,,,,,,,,
,897,,,,,,,,,,,,
,898,AS,Assetchain,,,,,,,,,,
,900,LMO,Lumeneo,,,,,,,,,,
,901,NXT,NxtMeta,,,,,,,,,,
,902,,,,,,,,,,,,
,903,,,,,,,,,,,,
,904,HNT,Helium,,,,,,,,,,
,905,,,,,,,,,,,,
,906,XPX,Sirius,,,,,,,,,,
,907,FIS,StaFi,,,,,,,,,,
,908,,,,,,,,,,,,
,909,SGE,Saage,,,,,,,,,,
,910,,,,,,,,,,,,
,911,GERT,Gert,,,,,,,,,,
,912,,,,,,,,,,,,
,913,VARA,Vara Network,,,,,,,,,,
,914,,,,,,,,,,,,
,915,,,,,,,,,,,,
,916,META,Metadium,,,,,,,,,,
,917,FRA,Findora,,,,,,,,,,
,918,,,,,,,,,,,,
,919,CCD,Concordium,,,,,,,,,,
,920,,,,,,,,,,,,
,921,AVN,Avian Network,,,,,,,,,,
,922,,,,,,,,,,,,
,923,,,,,,,,,,,,
,924,,,,,,,,,,,,
,925,DIP,Dipper Network,,,,,,,,,,
,926,,,,,,,,,,,,
,927,,,,,,,,,,,,
,928,GHM,HermitMatrixNetwork,,,,,,,,,,
,929,,,,,,,,,,,,
,930,,,,,,,,,,,,
,932,,,,,,,,,,,,
,933,,,,,,,,,,,,
,934,,,,,,,,,,,,
,935,,,,,,,,,,,,
,936,,,,,,,,,,,,
,937,,,,,,,,,,,,
,938,MGO,Mango Network,,,,,,,,,,
,939,AB,Argot Protocol,,,,,,,,,,
,940,,,,,,,,,,,,
,941,---,reserved,,,,,,,,,,
,942,KCN,Kylacoin,,,,,,,,,,
,943,LCN,Lyncoin,,,,,,,,,,
,944,,,,,,,,,,,,
,945,UNLOCK,Jasiri protocol,,,,,,,,,,
,946,,,,,,,,,,,,
,947,,,,,,,,,,,,
,948,,,,,,,,,,,,
,949,,,,,,,,,,,,
,950,,,,,,,,,,,,
,951,,,,,,,,,,,,
,952,,,,,,,,,,,,
,953,,,,,,,,,,,,
,954,,,,,,,,,,,,
,955,LTP,LifetionCoin,,,,,,,,,,
,956,,,,,,,,,,,,
,957,,,,,,,,,,,,
,958,KSOC,KickSoccer,,,,,,,,,,
,959,,,,,,,,,,,,
,960,VKAX,Vkax,,,,,,,,,,
,961,,,,,,,,,,,,
,962,,,,,,,,,,,,
,963,,,,,,,,,,,,
,964,,,,,,,,,,,,
,965,,,,,,,,,,,,
,966,MATIC,Matic,,,,,,,,TRUE,,
,967,,,,,,,,,,,,
,968,UNW,UNW,,,,,,,,,,
,969,QI,Quai Network,,,,,,,,,,
,970,TWINS,TWINS,,,0x0221312B,0x022D2533,0x49,0x53,0x42,,,
,971,,,,,,,,,,,,
,972,,,,,,,,,,,,
,973,,,,,,,,,,,,
,974,,,,,,,,,,,,
,975,,,,,,,,,,,,
,976,,,,,,,,,,,,
,977,TLOS,Telos,,,,,,,,,,
,978,,,,,,,,,,,,
,979,,,,,,,,,,,,
,980,,,,,,,,,,,,
,981,TAFECO,Taf ECO Chain,,,,,,,,,,
,982,,,,,,,,,,,,
,983,,,,,,,,,,,,
,984,,,,,,,,,,,,
,985,AU,Autonomy,,,,,,,,,,
,986,,,,,,,,,,,,
,987,VCG,VipCoin,,,,,,,,,,
,988,XAZAB,Xazab core,,,,,,,,,,
,990,CORE,Coreum,,,,,,,,,,
,991,PEC,Phoenix,,,,,,,,,,
,992,UNT,Unit,,,,,,,,,,
,993,XRB,X Currency,,,,,,,,,,
,994,QUAI,Quai Network,,,,,,,,,,
,995,CAPS,Ternoa,,,,,,,,,,
,996,OKT,OKChain Token,,,,,,,,TRUE,,
,997,SUM,Solidum,,,,,,,,,,
,998,LBTC,Lightning Bitcoin,,,,,,,,,,
,999,BCD,Bitcoin Diamond,,,,,,,,,,
,1000,BTN,Bitcoin New,,,,,,,,,,
,1001,TT,ThunderCore,,,,,,,,,,
,1002,BKT,BanKitt,,,,,,,,,,
,1003,NODL,Nodle,,,,,,,,,,
,1004,PCOIN,PCOIN,,,,,,,,,,
,1005,TAO,Bittensor,,,,,,,,,,
,1006,HSK,HashKey Chain,,,,,,,,,,
,1008,RPG,RPG,,,,,,,,,,
,1009,LAKE,iconLake,,,,,,,,,,
,1010,HT,Huobi ECO Chain,,,,,,,,,,
,1011,ELV,Eluvio,,,,,,,,,,
,1012,JOC,Japan Open Chain,,,,,,,,,,
,1013,BIC,Beincrypto,,,,,,,,,,
,1014,JOY,Joystream,,,,,,,,,,
,1016,---,reserved,,,,,,,,,,
,1020,EVC,Evrice,,,,,,,,,,
,1022,XRD,Radix DLT,,,,,,,,,,
,1023,ONE,HARMONY-ONE (Legacy),,,,,,,,,,
,1024,ONT,Ontology,,,,,,,,,,
,1025,CZZ,Classzz,,,,,,,,,,
,1026,KEX,Kira Exchange Token,,,,,,,,,,
,1027,MCM,Mochimo,,,,,,,,,,
,1028,PLS,Pulse Coin,,,,,,,,,,
,1032,BTCR,BTCR,,,,,,,,,,
,1042,MFID,Moonfish ID,,,,,,,,,,
,1111,BBC,Big Bitcoin,,,,,,,,,,
,1120,RISE,RISE,,,,,,,,,,
,1122,CMT,CyberMiles Token,,,,,,,,,,
,1128,ETSC,Ethereum Social,,,,,,,,,,
,1129,DFI,DeFiChain,,,,,,,,,,
,1130,DFI,DeFiChain EVM Network,,,,,,,,,,
,1137,$DAG,Constellation Labs,,,,,,,,,,
,1145,CDY,Bitcoin Candy,,,,,,,,,,
,1155,ENJ,Enjin Coin,,,,,,,,,,
,1170,HOO,Hoo Smart Chain,,,,,,,,,,
,1234,ALPH,Alephium,,,,,,,,,,
,1236,,Masca,,,,,,,,,,
,1237,NOSTR,Nostr,,,,,,,,,,
,1280,,Kudos Setler,,,,,,,,,,
,1284,GLMR,Moonbeam,,,,,,,,TRUE,,
,1285,MOVR,Moonriver,,,,,,,,TRUE,,
,1298,WPC,Wpc,,,,,,,,,,
,1308,WEI,WEI,,,,,,,,,,
,1337,DFC,Defcoin,,,,,0x1e,,0x9e,,,
,1338,IRON,Iron Fish,,,,,,,,,,
,1348,ISLM,IslamicCoin,,,,,,,,,,
,1397,HYC,Hycon,,,,,,,,,,
,1410,TENTSLP,TENT Simple Ledger Protocol,,,,,,,,,,
,1510,XSC,XT Smart Chain,,,,,,,,,,
,1512,AAC,Double-A Chain,,,,,,,,,,
,1524,TLR,Taler,,,,,,,,,,
,1533,BEAM,Beam,,,,,,,,,,
,1551,SDK,Sovereign SDK,,,,,,,,,,
,1555,APC,Apc Chain,,,,,,,,,,
,1616,ELF,AELF,,,,,,,,,,
,1618,AUDL,AUDL,,,,,,,,,,
,1620,ATH,Atheios,,,,,,,,,,
,1627,LUME,Lume Web,,,,,,,,,,
,1642,NEW,Newton,,,,,,,,,,
,1657,BTA,Btachain,,,,,,,,,,
,1668,NEOX,Neoxa,,,,,,,,,,
,1669,MEWC,Meowcoin,,,,,,,,,,
,1688,BCX,BitcoinX,,,,,,,,,,
,1776,LBTC,Liquid BTC,,,,,,,,,,
,1777,BBP,Biblepay,,,,,,,,,,
,1784,JPYS,JPY Stablecoin,,,,,,,,,,
,1789,VEGA,Vega Protocol,,,,,,,,,,
,1818,CUBE,Cube Chain Native Token,,,,,,,,,,
,1856,TES,Teslacoin,,,,,,,,,,
,1888,ZTX,Zetrix,,,,,,,,,,
,1899,XEC,eCash token,,,,,,,,,,
,1900,XNA,Neurai,,,,,,,,,,
,1901,CLC,Classica,,,,,,,,,,
,1907,BITCI,Bitcicoin,,,,,,,,,,
,1919,VIPS,VIPSTARCOIN,,,,,,,,,,
,1926,CITY,City Coin,,,,,0x1c,0x58,0xed,,,
,1955,XX,xx coin,,,,,,,,,,
,1977,XMX,Xuma,,,,,,,,,,
,1984,TRTL,TurtleCoin,,,,,,,,,,
,1985,SLRT,Solarti Chain,,,,,,,,,,
,1986,QTH,Qing Tong Horizon,,,,,,,,,,
,1987,EGEM,EtherGem,,,,,,,,,,
,1988,MIRA,Mira Chain,,,,,,,,,,
,1989,HODL,HOdlcoin,,,,,,,,,,
,1990,PHL,Placeholders,,,,,,,,,,
,1991,SC,Sia,secp256k1,Blake2b,,,,,,,,
,1996,MYT,Mineyourtime,,,,,,,,,,
,1997,POLIS,Polis,,,,,,,,,,
,1998,XMCC,Monoeci,,,,,,,,,,
,1999,COLX,ColossusXT,,,,,,,,,,
,2000,GIN,GinCoin,,,,,,,,,,
,2001,MNP,MNPCoin,,,,,,,,,,
,2002,MLN,Miraland,,,,,,,,,,
,2017,KIN,Kin,,,,,,,,,,
,2018,EOSC,EOSClassic,,,,,,,,,,
,2019,GBT,GoldBean Token,,,,,,,,,,
,2020,PKC,PKC,,,,,,,,,,
,2021,SKT,Sukhavati,,,,,,,,,,
,2022,XHT,Xinghuo Token,,,,,,,,,,
,2023,COC,Chat On Chain,,,,,,,,,,
,2024,USBC,Universal Ledger USBC,,,,,,,,,,
,2025,ROCK,Zenrock Labs,,,,,,,,,,
,2046,ANY,Any,,,,,,,,,,
,2048,MCASH,MCashChain,,,,,,,,,,
,2049,TRUE,TrueChain,,,,,,,,,,
,2050,MOVO,Movo Smart Chain,,,,,,,,,,
,2086,KILT,KILT Spiritnet,,,,,,,,,,
,2109,SAMA,Exosama Network,,,,,,,,,,
,2112,IOTE,IoTE,,,,,,,,,,
,2125,BAY,BitBay,,,,,,,,,,
,2137,XRG,Ergon,,,,,,,,,,
,2199,SAMA,Moonsama Network,,,,,,,,,,
,2221,ASK,ASK,,,,,,,,,,
,2222,CWEB,Coinweb,,,,,,,,,,
,2285,QIYI,Qiyi Chain,,,,,,,,,,
,2301,QTUM,QTUM,,,,,0x3A,0x32,,,,
,2302,ETP,Metaverse,,,,,,,,,,
,2303,GXC,GXChain,,,,,,,,,,
,2304,CRP,CranePay,,,,,0x1C,0x0A,0x7B,,,
,2305,ELA,Elastos,,,,,0x21,0xc4,0xef,,,
,2338,SNOW,Snowblossom,,,,,,,,,,
,2365,XIN,Mixin,,,,,,,,,,
,2500,NEXI,Nexi,,,,,,,,,,
,2570,AOA,Aurora,,,,,,,,,,
,2686,AIPG,AIPowerGrid,,,,,,,,,,
,2718,NAS,Nebulas,,,,,,,,,,
,2894,REOSC,REOSC Ecosystem,,,,,,,,,,
,2941,BND,Blocknode,,,,,0x19,0x3F,0x4b,,,
,3000,SM,Stealth Message,,,,,,,,,,
,3003,LUX,LUX,,,,,,,,,,
,3077,COS,Contentos,,,,,,,,,,
,3276,CCC,CodeChain,,,,,,,,,,
,3333,SXP,Solar,,,,,,,,,,
,3377,ROI,ROIcoin,,,,,,,,,,
,3381,DYN,Dynamic,,,,,,,,,,
,3383,SEQ,Sequence,,,,,,,,,,
,3501,JFIN,JFIN Coin,,,,,,,,,,
,3552,DEO,Destocoin,,,,,,,,,,
,3564,DST,DeStream,,,,,,,,,,
,3601,CY,Cybits,,,,,,,,,,
,3757,MPC,Partisia Blockchain,,,,,,,,,,
,4040,FC8,FCH Network,,,,,,,,,,
,4096,YEE,YeeCo,,,,,,,,,,
,4219,SMR,Shimmer,,,,,,,,,,
,4242,AXE,Axe,,,,,0x37,0x10,0xcc,,,
,4343,XYM,Symbol,,,,,,,,,,
,4444,C4E,Chain4Energy,,,,,,,,,,
,4919,XVM,Venidium,,,,,,,,,,
,4999,BXN,BlackFort Exchange Network,,,,,,,,,,
,5000,V12,Vet The Vote,,,,,,,,,,
,5006,SBC,Senior Blockchain,,,,,,,,,,
,5248,FIC,FIC,,,,,,,,,,
,5353,HNS,Handshake,,,,,,,,,,
,5404,ISK,ISKRA,,,,,,,,,,
,5467,ALTME,ALTME,,,,,,,,,,
,5555,FUND,Unification,,,,,,,,,,
,5895,VOW,VowChain VOW,,,,,,,,,,
,5920,SLU,SILUBIUM,,,,,,,,,,
,5995,DUSK,Dusk Network,,,,,,,,,,
,6060,GO,GoChain GO,,,,,,,,,,
,6144,DTS,Datos,,,,,,,,,,
,6174,MOI,My Own Internet,,,,,,,,,,
,6278,STEAMX,Rails Network Mainnet,,,,,,,,,,
,6532,UM,Penumbra,,,,,,,,,,
,6599,RSC,Royal Sports City,,,,,,,,,,
,6666,BPA,Bitcoin Pizza,,,,,,,,,,
,6688,SAFE,SAFE,,,,,,,,,,
,6779,COTI,COTI,,,,,,,,,,
,6969,ROGER,TheHolyrogerCoin,,,,,,,,,,
,7000,ZETA,ZetaChain,,,,,,,,,,
,7027,ELLA,Ella the heart,,,,,,,,,,
,7028,AA,Arthera,,,,,,,,,,
,7091,TOPL,Topl,,,,,,,,,,
,7331,KLY,KLYNTAR,,,,,,,,,,
,7341,SHFT,Shyft,,,,,,,,,,
,7518,MEV,MEVerse,,,,,,,,,,
,7576,ADIL,ADIL Chain,,,,,,,,,,
,7777,BTV,Bitvote,,,,,,,,,,
,7779,CPV,Compverse,,,,,,,,,,
,8000,SKY,Skycoin,,,,,,,,,,
,8080,DSRV,DSRV,,,,,,,,,,
,8181,BOC,BeOne Chain,,,,,,,,,,
,8192,PAC,pacprotocol,,,,,,,,,,
,8339,BTQ,BitcoinQuark,,,,,,,,,,
,8444,XCH,Chia,,,,,,,,,,
,8520,---,reserved,,,,,,,,,,
,8680,PLMNT,Planetmint,,,,,,,,,,
,8866,GGX,Golden Gate,,,,,,,,,,
,8886,GGXT,Golden Gate Sydney,,,,,,,,,,
,8888,SBTC,Super Bitcoin,,,,,,,,,,
,8964,NULS,NULS,,,,,,,,,,
,8997,BBC,Babacoin,,,,,,,,,,
,8998,JGC,JagoanCoin,,,,,,,,,,
,8999,BTP,Bitcoin Pay,,,,,,,,,,
,9001,ARB1,Arbitrum,,,,,,,,TRUE,,
,9002,BOBA,Boba,,,,,,,,,,
,9003,LOOP,Loopring,,,,,,,,,,
,9004,STRK,StarkNet,,,,,,,,,,
,9797,NRG,Energi,,,0xD7DC6E9F,0x03B8C856,0x21,0x35,0x6a,,,
,9888,BTF,Bitcoin Faith,,,,,,,,,,
,9999,GOD,Bitcoin God,,,,,,,,,,
,10000,FO,FIBOS,,,,,,,,,,
,10001,SPACE,Space,,,,,,,,,,
,10111,DHP,dHealth,,,,,,,,,,
,10226,RTM,Raptoreum,,,,,,,,,,
,10242,AA,Arthera,,,,,,,,,,
,10291,XRC,XRhodium,,,,,,,,,,
,10507,NUM,Numbers Protocol,,,,,,,,,,
,10605,XPI,Lotus,,,,,,,,,,
,11111,ESS,Essentia One,,,,,,,,,,
,11742,VARCH,InvArch,,,,,,,,,,
,11743,TNKR,Tinkernet,,,,,,,,,,
,12345,IPOS,IPOS,,,,,,,,,,
,13107,BTY,BitYuan,,,,,,,,,,
,13108,YCC,Yuan Chain Coin,,,,,,,,,,
,13381,PHX,Phoenix,,,,,,,,,,
,14001,WAX,Worldwide Asset Exchange,,,,,,,,,,
,15845,SDGO,SanDeGo,,,,,,,,,,
,16181,XTX,Totem Live Network,,,,,,,,,,
,16754,ARDR,Ardor,,,,,,,,,,
,18000,MTR,Meter,,,,,,,,,,
,19165,SAFE,Safecoin,,,,,0x3d,0x56,0xbd,,,
,19167,FLUX,Flux,,,,,,,,,,
,19169,RITO,Ritocoin,,,,,0x19,0x69,0x8b,,,
,19788,ML,Mintlayer,,,,,,,,,,
,20036,XND,ndau,,,,,,,,,,
,21004,C4EI,c4ei,,,,,,,,,,
,21337,XAH,Xahau,,,,,,,,,,
,21888,PAC,Pactus,,,,,,,,,,
,22504,PWR,PWRcoin,,,,,,,,,,
,23000,EPIC,Epic Cash,,,,,,,,,,
,25252,BELL,Bellcoin,,,,,,,,,,
,25718,CHX,Own,,,,,,,,,,
,26417,G1,G1,,,,,,,,,,
,29223,NEXA,Nexa,,,,,,,,,,
,30001,---,reserved,,,,,,,,,,
,31102,ESN,EtherSocial Network,,,,,,,,,,
,31337,,ThePower,,,,,,,,,,
,33416,TEO,Trust Eth reOrigin,,,,,,,,,,
,33878,BTCS,Bitcoin Stake,,,,,,,,,,
,34952,BTT,ByteTrade,,,,,,,,,,
,37992,FXTC,FixedTradeCoin,,,,,,,,,,
,39321,AMA,Amabig,,,,,,,,,,
,42069,FACT,FACT0RN,,,,,,,,,,
,43028,AXIV,AXIV,,,,,,,,,,
,47803,BAX,BAX,,,,,,,,,,
,49262,EVE,evan,,,,,,,,,,
,49344,STASH,STASH,,,,,,,,,,
,52752,CELO,Celo,,,,,,,,TRUE,,
,61616,TH,TianHe,,,,,,,,,,
,65536,KETH,Krypton World,,,,,,,,,,
,69420,GRLC,Garlicoin,,,,,,,,,,
,70007,GWL,Gewel,,,,,,,,,,
,77777,ZYN,Wethio,,,,,,,,,,
,88888,RYO,c0ban,,,,,0x12,0x1c,0x88,,,
,99999,WICC,Waykichain,,,,,,,,,,
,100500,HOME,HomeCoin,,,,,,,,,,
,101010,STC,Starcoin,,,,,,,,,,
,105105,STRAX,Strax,,,,,,,,,,
,121337,KLS,Karlsen,,,,,,,,,,
,161803,APTA,Bloqs4Good,,,,,,,,,,
,200625,AKA,Akroma,,,,,,,,,,
,224433,CONET,CONET Holesky Network,,,,,,,,,,
,246529,ATS,ARTIS sigma1,,,,,,,,,,
,261131,ZAMA,Zama,,,,,,,,,,
,314159,PI,Pi Network,,,,,,,,,,
,333332,VALUE,Value Chain,,,,,,,,,,
,333333,3333,Pi Value Consensus,,,,,,,,,,
,424242,X42,x42,,,,,0x4b,0x7d,0xcb,,,
,534352,SCR,Scroll,,,,,,,,,,
,666666,VITE,Vite,,,,,,,,,,
,696365,ICE,Ice Network,,,,,,,,,,
,888888,SEA,Second Exchange Alliance,,,,,,,,,,
,999999,WTC,WaltonChain,,,,,,,,,,
,1048576,AMAX,Armonia Meta Chain,,,,,,,,,,
,1171337,ILT,iOlite,,,,,,,,,,
,1313114,ETHO,Etho Protocol,,,,,,,,,,
,1313500,XERO,Xerom,,,,,,,,,,
,1712144,LAX,LAPO,,,,,,,,,,
,3924011,EPK,EPIK Protocol,,,,,,,,,,
,4741444,HYD,Hydra Token,,,,,,,,,,
,5249353,BCO,BitcoinOre,,,,,,,,,,
,5249354,BHD,BitcoinHD,,,,,,,,,,
,5264462,PTN,PalletOne,,,,,,,,,,
,5655640,VLX,Velas,,,,,,,,,,
,5718350,WAN,Wanchain,,,,,,,,,,
,5741564,WAVES,Waves,Curve25519,Blake2b,,,,,,,,
,5741565,WEST,Waves Enterprise,,,,,,,,,,
,6382179,ABC,Abcmint,,,,,,,,,,
,6517357,CRM,Creamcoin,,,,,,,,,,
,7171666,BROCK,Bitrock,,,,,,,,,,
,7562605,SEM,Semux,,,,,,,,,,
,7567736,ION,ION,,,,,,,,,,
,7777777,FCT,FirmaChain,,,,,,,,,,
,7825266,WGR,WGR,,,0x0221312B,0x022D2533,0x49,0x3f,0xc7,,,
,7825267,OBSR,OBServer,,,,,,,,,,
,8163271,AFS,ANFS,,,,,,,,,,
,11259375,LBR,0L,,,,,,,,,,
,15118976,XDS,XDS,,,,,,,,,,
,20230101,ROH,Rooch,,,,,,,,,,
,20240430,NLK,NuLinkCoin,,,,,,,,,,
,61717561,AQUA,Aquachain,,,,,,,,,,
,88888888,HATCH,Hatch,,,,,,,,,,
,91927009,KUSD,kUSD,,,,,,,,,,
,99999996,GENS,GENS,,,,,,,,,,
,99999997,EQ,EQ,,,,,,,,,,
,99999998,FLUID,Fluid Chains,,,,,,,,,,
,99999999,QKC,QuarkChain,,,,,,,,,,
,608589380,FVDC,ForumCoin,,,,,,,,,,
,1179993420,FUEL,Fuel,,,,,,,,,,
