status,coin_index,coin_symbol,coin_name,key_derivation,hash,private_header,public_header,public_key_hash,script_hash,wallet_import_format,evm,ucid,cmc_top
1,0,BTC,Bitcoin,secp256k1,sha256,0x0488ADE4,0x0488B21E,0x00,0x05,0x80,,1,10
0,1,TEST,Testnet (all coins),,,,,,,,,,
1,2,LTC,Litecoin,secp256k1,sha256,0x019D9CFE,0x019DA462,0x30,0x32,0xb0,,2,100
1,3,DOGE,Dogecoin,secp256k1,sha256,0x02FAC398,0x02FACAFD,0x1e,0x16,0x9e,,74,10
1,4,RDD,Reddcoin,secp256k1,sha256,,,0x3d,,0xbd,,118,
1,5,DASH,Dash,secp256k1,sha256,,,0x4c,0x10,0xcc,,131,100
1,6,PPC,Peercoin,secp256k1,sha256,,,0x37,0x75,0xb7,,5,
1,7,NMC,Namecoin,secp256k1,sha256,,,0x34,0x0D,0xb4,,3,
1,8,FTC,Feathercoin,secp256k1,sha256,0x0488DAEE,0x0488BC26,0x0e,,0x8e,,8,
0,9,XCP,Counterparty,,,,,,,,,132,
1,10,BLK,Blackcoin,secp256k1,sha256,0x02CFBF60,0x02CFBEDE,0x19,0x55,0x99,,170,
1,11,NSR,NuShares,secp256k1,sha256,,,0x3f,0x40,0x95,,,
1,12,NBT,NuBits,secp256k1,sha256,,,0x19,0x1a,0x96,,,
1,13,MZC,Mazacoin,secp256k1,sha256,,,0x32,0x09,0xe0,,,
1,14,VIA,Viacoin,secp256k1,sha256,,,0x47,0x21,0xc7,,470,
0,15,XCH,ClearingHouse,,,,,,,,,,
1,16,RBY,Rubycoin,secp256k1,sha256,,,0x3c,0x55,0xbc,,215,
2,17,GRS,Groestlcoin,secp256k1,sha256,,,0x24,,0x80,,258,
1,18,DGC,Digitalcoin,secp256k1,sha256,,0x9E0488B2,0x1e,,0x9e,,18,
0,19,CCN,Cannacoin,,,,,,,,,,
1,20,DGB,DigiByte,secp256k1,sha256,,,0x1e,,,,109,
0,21,OA,Open Assets,,,,,,,,,,
1,22,MONA,Monacoin,secp256k1,sha256,,,0x32,0x37,0xb0,,213,
1,23,CLAM,Clams,secp256k1,sha256,0xA8C17826,0xA8C26D64,0x89,0x0D,0x85,,460,
0,24,XPM,Primecoin,,,,,,,,,42,
1,25,NEOS,Neoscoin,secp256k1,sha256,,,0x35,,0xb1,,,
1,26,JBS,Jumbucks,secp256k1,sha256,0x037A6460,0x037A689A,0x2b,,0xab,,,
0,27,ZRC,ziftrCOIN,,,,,,,,,,
1,28,VTC,Vertcoin,secp256k1,sha256,,,0x47,,,,99,
0,29,NXT,NXT,,,,,,,,,66,
0,30,BURST,Burst,,,,,,,,,,
0,31,MUE,MonetaryUnit,,,,,,,,,,
0,32,ZOOM,Zoom,,,,,,,,,,
0,33,VASH,Virtual Cash,secp256k1,sha256,,,,,,,,
1,34,CDN,Canada eCoin,secp256k1,sha256,,,0x1c,,0x9c,,,
1,35,SDC,ShadowCash,secp256k1,sha256,0xEE8031E8,0xEE80286A,0x3f,0x7d,0xbf,,,
0,36,PKB,ParkByte,,,,,,,,,934,
0,37,PND,Pandacoin,,,,,,,,,,
0,38,START,StartCOIN,,,,,,,,,389,
0,39,MOIN,MOIN,,,,,,,,,,
1,40,EXP,Expanse,secp256k1,keccak256,,,,,,TRUE,1070,
1,41,EMC2,Einsteinium,secp256k1,sha256,,,0x21,,0xa1,,,
0,42,DCR,Decred,secp256k1,blake256,0x02FDA4E8,0x02FDA926,0x073f,0x071a,0x22de,,1168,
0,43,XEM,NEM,,,,,,,,,873,
1,44,PART,Particl,secp256k1,sha256,0x8F1DAEB8,0x696E82D1,0x38,0x3c,0x6c,,1826,
0,45,ARG,Argentum,,,,,,,,,,
0,46,LIBERTAS,Libertas,,,,,,,,,,
1,47,POSW,Posw coin,secp256k1,sha256,,,0x37,0x55,0xb7,,1495,
0,48,SHR,Shreeji,,,,,,,,,,
1,49,GCR,Global Currency Reserve (GCRcoin),secp256k1,sha256,,,0x26,0x61,0x9a,,,
1,50,NVC,Novacoin,secp256k1,sha256,,,0x08,0x14,0x88,,6,
1,51,AC,Asiacoin,secp256k1,sha256,,,0x17,0x08,0x97,,,
0,52,BTCD,BitcoinDark,,,,,,,,,,
0,53,DOPE,Dopecoin,,,,,,,,,145,
0,54,TPC,Templecoin,,,,,,,,,,
0,55,AIB,AIB,,,,,,,,,,
1,56,EDRC,EDRCoin,secp256k1,sha256,,,0x5d,0x1c,0xdd,,1216,
1,57,SYS,Syscoin,secp256k1,sha256,,,0x3f,,,,541,
1,58,SLR,Solarcoin,secp256k1,sha256,,,0x12,,0x92,,,
1,59,SMLY,Smileycoin,secp256k1,sha256,0x1E5631BC,0x1E562D9A,0x19,,0x05,,,
1,60,ETH,Ethereum,secp256k1,keccak256,,,,,,,1027,10
1,61,ETC,Ethereum Classic,secp256k1,keccak256,,,,,,TRUE,1321,100
1,62,PSB,Pesobit,secp256k1,sha256,,,0x37,0x55,0xb7,,,
1,63,LDCN,Landcoin,secp256k1,sha256,,,0x30,0x7a,0x7a,,,
0,64,OC,Open Chain,,,,,,,,,,
1,65,XBC,Bitcoinplus,secp256k1,sha256,,,0x19,0x08,0x99,,293,
1,66,IOP,Internet of People,secp256k1,sha256,0xAE3416F6,0x2780915F,0x75,0xae,0x31,,,
0,67,NXS,Nexus,,,,,,,,,,
1,68,INSN,InsaneCoin,secp256k1,sha256,,,0x66,0x39,0x37,,1678,
1,69,OK,OKCash,secp256k1,sha256,0x03CC1C73,0x03CC23D7,0x37,0x1c,0x03,,760,
1,70,BRIT,BritCoin,secp256k1,sha256,,,0x19,0x55,0x99,,,
1,71,CMP,Compcoin,secp256k1,sha256,,,0x1c,0x55,0x9c,,,
0,72,CRW,Crown,,,,,,,,,720,
1,73,BELA,BelaCoin,secp256k1,sha256,,,0x19,,0x99,,,
0,74,ICX,ICON,,,,,,,,,2099,
1,75,FJC,FujiCoin,secp256k1,sha256,,,0x24,0x10,0xa4,,,
1,76,MIX,MIX,secp256k1,keccak256,,,,,,TRUE,,
1,77,XVG,Verge Currency,secp256k1,sha256,,,0x1e,0x21,0x9e,,693,
1,78,EFL,Electronic Gulden,secp256k1,sha256,,,0x30,,0xb0,,,
1,79,CLUB,ClubCoin,secp256k1,sha256,,,0x1c,0x55,0x99,,1135,
0,80,RICHX,RichCoin,,,,,,,,,,
1,81,POT,Potcoin,secp256k1,sha256,,,0x37,,0xb7,,122,
0,82,QRK,Quarkcoin,,,,,,,,,,
0,83,TRC,Terracoin,,,,,,,,,,
1,84,GRC,Gridcoin,secp256k1,sha256,,,0x3e,0x55,0xbe,,,
1,85,AUR,Auroracoin,secp256k1,sha256,,,0x17,,0x97,,148,
1,86,IXC,IXCoin,secp256k1,sha256,,,0x8a,,0x05,,13,
1,87,NLG,Gulden,secp256k1,sha256,,,0x26,0x62,0x62,,,
0,88,BITB,BitBean,,,,,,,,,819,
1,89,BTA,Bata,secp256k1,sha256,0xA40B91BD,0xA40C86FA,0x19,,0xa4,,945,
1,90,XMY,Myriadcoin,secp256k1,sha256,,,0x32,0x09,0xb2,,,
1,91,BSD,BitSend,secp256k1,sha256,,,0x66,,0xcc,,,
1,92,UNO,Unobtanium,secp256k1,sha256,,,0x82,0x1e,0xe0,,67,
0,93,MTR,MasterTrader,,,,,,,,,,
0,94,GB,GoldBlocks,,,,,,,,,1285,
0,95,SHM,Saham,,,,,,,,,,
0,96,CRX,Chronos,,,,,,,,,,
0,97,BIQ,Ubiquoin,,,,,,,,,,
0,98,EVO,Evotion,,,,,,,,,,
0,99,STO,SaveTheOcean,,,,,,,,,,
0,100,BIGUP,BigUp,,,,,,,,,,
1,101,GAME,GameCredits,secp256k1,sha256,,,0x26,,0xa6,,,
0,102,DLC,Dollarcoins,,,,,,,,,,
0,103,ZYD,Zayedcoin,,,,,,,,,,
0,104,DBIC,Dubaicoin,,,,,,,,,,
1,105,STRAT,Stratis,secp256k1,sha256,,,0x3f,0x7d,0xbf,,,
0,106,SH,Shilling,,,,,,,,,,
0,107,MARS,MarsCoin,,,,,,,,,,
1,108,UBQ,Ubiq,secp256k1,keccak256,,,,,,TRUE,,
0,109,PTC,Pesetacoin,,,,,,,,,,
1,110,NRO,Neurocoin,secp256k1,sha256,,,0x35,0x75,0xb5,,,
0,111,ARK,ARK,,,,,,,,,,
1,112,USC,UltimateSecureCashMain,secp256k1,sha256,0xEE8031E8,0xEE80286A,0x44,0x7d,0xbf,,,
1,113,THC,Hempcoin,secp256k1,sha256,,,0x28,0x08,0xa8,,,
1,114,LINX,Linx,secp256k1,sha256,,,0x4b,,0xcb,,,
1,115,ECN,Ecoin,secp256k1,sha256,,,0x5c,0x14,0xdc,,,
1,116,DNR,Denarius,secp256k1,sha256,,,0x1e,0x5a,0x9e,,,
1,117,PINK,Pinkcoin,secp256k1,sha256,,,0x03,0x1c,0x83,,,
0,118,ATOM,Cosmos,ed25519,,,,,,,,,100
1,119,PIVX,Pivx,secp256k1,sha256,0x0221312B,0x022D2533,0x1e,0x0d,0xd4,,,
1,120,FLASH,Flashcoin,secp256k1,sha256,,,0x44,0x82,0xc4,,,
1,121,ZEN,Horizen (Zencash),secp256k1,sha256,,,0x2089,0x2096,,,,
1,122,PUT,Putincoin,secp256k1,sha256,,,0x37,0x14,0xb7,,,
0,123,ZNY,BitZeny,,,,,,,,,,
0,124,UNIFY,Unify,,,,,,,,,,
0,125,XST,StealthCoin,,,,,,,,,,
0,126,BRK,Breakout Coin,,,,,,,,,,
1,127,XVC,Vcash,secp256k1,sha256,,,0x47,0x08,0xc7,,,
0,128,XMR,Monero,ed25519,keccak256,,,,,,,,100
0,129,VOX,Voxels,,,,,,,,,,
1,130,NAV,NavCoin,secp256k1,sha256,,,0x35,0x55,0x96,,,
0,131,FCT,Factom Factoids,,,,,,,,,,
0,132,EC,Factom Entry Credits,,,,,,,,,,
1,133,ZEC,Zcash,secp256k1,sha256,,,0x1CB8,0x1CBD,,,,
0,134,LSK,Lisk,,,,,,,,,,
0,135,STEEM,Steem,,,,,,,,,,
1,136,XZC,Firo (Zcoin),secp256k1,sha256,,,0x52,0x07,0xd2,,,
0,137,RBTC,Rootstock,,,,,,,,,,
0,138,GB,Giftblock,,,,,,,,,,
0,139,RPT,RealPointCoin,,,,,,,,,,
1,140,LBC,LBRY Credits,secp256k1,sha256,,,0x55,0x7a,0x1c,,,
1,141,KMD,Komodo,secp256k1,sha256,,,0x3c,0x55,0xbc,,,
0,142,BSQ,bisq Token,,,,,,,,,,
0,143,RIC,Riecoin,,,,,,,,,,
1,144,XRP,XRP,secp256k1,sha256+ripemd160,,,0x00,0x05,,,,10
1,145,BCH,Bitcoin Cash,secp256k1,sha256,,,0x6f,0xc4,0xef,,,100
1,146,NEBL,Neblio,secp256k1,sha256,,,0x35,0x70,0xb5,,,
1,147,ZCL,ZClassic,secp256k1,sha256,,,0x1CB8,0x1CBD,,,,
0,148,XLM,Stellar Lumens,ed25519,sha256,,,,,,,,100
0,149,NLC2,NoLimitCoin2,,,,,,,,,,
0,150,WHL,WhaleCoin,,,,,,,,,,
1,151,ERC,EuropeCoin,secp256k1,sha256,,,0x21,,0xa8,,,
1,152,DMD,Diamond,secp256k1,sha256,,,0x5a,0x08,0xda,,,
0,153,BTM,Bytom,,,,,,,,,,
0,154,BIO,Biocoin,,,,,,,,,,
0,155,XWCC,Whitecoin Classic,,,,,,,,,,
1,156,BTG,Bitcoin Gold,secp256k1,sha256,,,0x26,0x17,,,,
0,157,BTC2X,Bitcoin 2x,,,,,,,,,,
0,158,SSN,SuperSkynet,,,,,,,,,,
1,159,TOA,TOACoin,secp256k1,sha256,,,0x41,0x17,0xc1,,,
1,160,BTX,Bitcore,secp256k1,sha256,,,0x03,0x7D,,,,
1,161,ACC,Adcoin,secp256k1,sha256,,,0x17,,0xb0,,,
0,162,BCO,Bridgecoin,,,,,,,,,,
1,163,ELLA,Ellaism,secp256k1,keccak256,,,,,,TRUE,,
0,164,PIRL,Pirl,,,,,,,,,,
0,165,XNO,Nano,,,,,,,,,,
1,166,VIVO,Vivo,secp256k1,sha256,,,0x46,0x0a,0xc6,,,
1,167,FRST,Firstcoin,secp256k1,sha256,,,0x23,,0xa3,,,
1,168,HNC,Helleniccoin,secp256k1,sha256,,,0x30,,0xb0,,,
0,169,BUZZ,BUZZ,,,,,,,,,,
0,170,MBRS,Ember,,,,,,,,,,
0,171,HC,Hcash,,,,,,,,,,
1,172,HTML,HTMLCOIN,secp256k1,keccak256,,,,,,TRUE,,
0,173,ODN,Obsidian,,,,,,,,,,
0,174,ONX,OnixCoin,,,,,,,,,,
1,175,RVN,Ravencoin,secp256k1,sha256,,,0x3c,0x7a,,,,
1,176,GBX,GoByte,secp256k1,sha256,,,0x26,0x0a,0xc6,,,
1,177,BTCZ,BitcoinZ,secp256k1,sha256,,,0x1CB8,0x1CBD,,,,
1,178,POA,Poa,secp256k1,keccak256,,,,,,TRUE,,
1,179,NYC,NewYorkCoin,secp256k1,sha256,,,0x3c,0x16,0xbc,,,
0,180,MXT,MarteXcoin,,,,,,,,,,
1,181,WC,Wincoin,secp256k1,sha256,,,0x49,0x1c,0xc9,,,
1,182,MNX,Minexcoin,secp256k1,sha256,,,0x4b,,,,,
1,183,BTCP,Bitcoin Private,secp256k1,sha256,,,0x1325,0x13AF,,,,
0,184,MUSIC,Musicoin,,,,,,,,,,
1,185,BCA,Bitcoin Atom,secp256k1,sha256,,,0x17,0x0a,,,,
1,186,CRAVE,Crave,secp256k1,sha256,,,0x46,0x55,0x99,,,
0,187,STAK,STRAKS,,,,,,,,,,
0,188,WBTC,World Bitcoin,,,,,,,,,,
0,189,LCH,LiteCash,,,,,,,,,,
1,190,EXCL,ExclusiveCoin,secp256k1,sha256,,,0x21,0x89,0xa1,,,
1,191,LYNX,Lynx,secp256k1,sha256,,,0x2d,0x32,0xad,,,
1,192,LCC,LitecoinCash,secp256k1,sha256,,,0x1c,,0xb0,,,
0,193,XFE,Feirm,,,,,,,,,,
0,194,EOS,EOS,secp256k1,sha256,,,,,,,,100
1,195,TRX,Tron,secp256k1,keccak256,,,0x41,,,TRUE,,100
1,196,KOBO,Kobocoin,secp256k1,sha256,,,0x23,0x1c,0xa3,,,
1,197,HUSH,HUSH,secp256k1,sha256,,,0x1CB8,0x1CBD,,,,
0,198,BAN,Banano,,,,,,,,,,
0,199,ETF,ETF,,,,,,,,,,
1,200,OMNI,Omni,secp256k1,keccak256,,,,,,TRUE,,
0,201,BIFI,BitcoinFile,,,,,,,,,,
0,202,UFO,Uniform Fiscal Object,,,,,,,,,,
0,203,CNMC,Cryptonodes,,,,,,,,,,
0,204,BCN,Bytecoin,,,,,,,,,,
0,205,RIN,Ringo,,,,,,,,,,
0,206,ATP,Alaya,,,,,,,,,,
0,207,EVT,everiToken,,,,,,,,,,
0,208,ATN,ATN,,,,,,,,,,
0,209,BIS,Bismuth,,,,,,,,,,
0,210,NEET,NEETCOIN,,,,,,,,,,
0,211,BOPO,BopoChain,,,,,,,,,,
0,212,OOT,Utrum,,,,,,,,,,
0,213,ALIAS,Alias,,,,,,,,,,
1,214,MONK,Monkey Project,secp256k1,sha256,0x0488DDE4,,0x33,0x1c,0x37,,,
0,215,BOXY,BoxyCoin,,,,,,,,,,
0,216,FLO,Flo,,,,,,,,,,
1,217,MEC,Megacoin,secp256k1,sha256,,,0x32,,0xB2,,,
1,218,BTDX,BitCloud,secp256k1,sha256,,,0x19,,0x99,,,
1,219,XAX,Artax,secp256k1,sha256,,,0x17,0x1CBD,0x97,,,
1,220,ANON,ANON,secp256k1,sha256,,,0x0582,0x5389,,,,
1,221,LTZ,LitecoinZ,secp256k1,sha256,,,0x0AB3,0x0AB8,,,,
1,222,BITG,Bitcoin Green,secp256k1,sha256,,,0x26,0x1CBD,0x2E,,,
0,223,ICP,Internet Computer (DFINITY),,,,,,,,,,
0,224,SMART,Smartcash,,,,,,,,,,
1,225,XUEZ,XUEZ,secp256k1,sha256,0x0221312B,0x022D2533,0x4b,0x12,0xd4,,,
0,226,HLM,Helium,,,,,,,,,,
0,227,WEB,Webchain,,,,,,,,,,
0,228,ACM,Actinium,,,,,,,,,,
0,229,NOS,NOS Stable Coins,,,,,,,,,,
0,230,BITC,BitCash,,,,,,,,,,
1,231,HTH,Help The Homeless Coin,secp256k1,keccak256,,,,,,TRUE,,
0,232,TZC,Trezarcoin,,,,,,,,,,
0,233,VAR,Varda,,,,,,,,,,
0,234,IOV,IOV,,,,,,,,,,
0,235,FIO,FIO,,,,,,,,,,
1,236,BSV,BitcoinSV,secp256k1,sha256,,,,,,,,100
0,237,DXN,DEXON,,,,,,,,,,
0,238,QRL,Quantum Resistant Ledger,,,,,,,,,,
0,239,PCX,ChainX,,,,,,,,,,
0,240,LOKI,Loki,,,,,,,,,,
0,241,IW,Imagewallet,,,,,,,,,,
0,242,NIM,Nimiq,,,,,,,,,,
0,243,SOV,Sovereign Coin,,,,,,,,,,
0,244,JCT,Jibital Coin,,,,,,,,,,
0,245,SLP,Simple Ledger Protocol,,,,,,,,,,
1,246,EWT,Energy Web,secp256k1,keccak256,,,,,,TRUE,,
0,247,UC,Ulord,,,,,,,,,,
0,248,EXOS,EXOS,,,,,,,,,,
0,249,ECA,Electra,,,,,,,,,,
0,250,SOOM,Soom,,,,,,,,,,
0,251,XRD,Redstone,,,,,,,,,,
0,252,FREE,FreeCoin,,,,,,,,,,
0,253,NPW,NewPowerCoin,,,,,,,,,,
0,254,BST,BlockStamp,,,,,,,,,,
0,255,STH,SmartHoldem,,,,,,,,,,
0,256,NANO,Bitcoin Nano,,,,,,,,,,
0,257,BTCC,Bitcoin Core,,,,,,,,,,
0,258,ZP,Zen Protocol,,,,,,,,,,
0,259,ZEST,Zest,,,,,,,,,,
0,260,ABT,ArcBlock,,,,,,,,,,
0,261,PION,Pion,,,,,,,,,,
0,262,DT3,DreamTeam3,,,,,,,,,,
0,263,ZBUX,Zbux,,,,,,,,,,
0,264,KPL,Kepler,,,,,,,,,,
0,265,TPAY,TokenPay,,,,,,,,,,
0,266,ZILLA,ChainZilla,,,,,,,,,,
0,267,ANK,Anker,,,,,,,,,,
0,268,BCC,BCChain,,,,,,,,,,
0,269,HPB,HPB,,,,,,,,,,
0,270,ONE,ONE,,,,,,,,,,
0,271,SBC,SBC,,,,,,,,,,
0,272,IPC,IPChain,,,,,,,,,,
0,273,DMTC,Dominantchain,,,,,,,,,,
0,274,OGC,Onegram,,,,,,,,,,
0,275,SHIT,Shitcoin,,,,,,,,,,
0,276,ANDES,Andescoin,,,,,,,,,,
0,277,AREPA,Arepacoin,,,,,,,,,,
1,278,BOLI,Bolivarcoin,secp256k1,sha256,,,0x55,,0xD5,,,
0,279,RIL,Rilcoin,,,,,,,,,,
0,280,HTR,Hathor Network,,,,,,,,,,
0,281,ACME,Accumulate,,,,,,,,,,
0,282,BRAVO,BRAVO,,,,,,,,,,
0,283,ALGO,Algorand,ed25519,,,,,,,,,100
0,284,BZX,Bitcoinzero,,,,,,,,,,
0,285,GXX,GravityCoin,,,,,,,,,,
0,286,HEAT,HEAT,,,,,,,,,,
0,287,XDN,DigitalNote,,,,,,,,,,
1,288,FSN,FUSION,secp256k1,keccak256,,,,,,TRUE,,
0,289,CPC,Capricoin,,,,,,,,,,
0,290,BOLD,Bold,,,,,,,,,,
0,291,IOST,IOST,,,,,,,,,,
0,292,TKEY,Tkeycoin,,,,,,,,,,
0,293,USE,Usechain,,,,,,,,,,
0,294,BCZ,BitcoinCZ,,,,,,,,,,
0,295,IOC,Iocoin,,,,,,,,,,
0,296,ASF,Asofe,,,,,,,,,,
0,297,MASS,MASS,,,,,,,,,,
0,298,FAIR,FairCoin,,,,,,,,,,
0,299,NUKO,Nekonium,,,,,,,,,,
0,300,GNX,Genaro Network,,,,,,,,,,
1,301,DIVI,Divi Project,secp256k1,sha256,0x0221312B,0x022D2533,0x1e,0x0d,0xd4,,,
0,302,CMT,Community,,,,,,,,,,
0,303,EUNO,EUNO,,,,,,,,,,
1,304,IOTX,IoTeX,secp256k1,keccak256,,,,,,TRUE,,
1,305,ONION,DeepOnion,secp256k1,sha256,,,0x1F,0x4E,0x9F,,,
0,306,8BIT,8Bit,,,,,,,,,,
0,307,ATC,AToken Coin,,,,,,,,,,
0,308,BTS,Bitshares,,,,,,,,,,
0,309,CKB,Nervos CKB,secp256k1,blake2b,,,,,,,,100
0,310,UGAS,Ultrain,,,,,,,,,,
0,311,ADS,Adshares,,,,,,,,,,
0,312,ARA,Aura,,,,,,,,,,
0,313,ZIL,Zilliqa,,,,,,,,,,
0,314,MOAC,MOAC,,,,,,,,,,
0,315,SWTC,SWTC,,,,,,,,,,
0,316,VNSC,vnscoin,,,,,,,,,,
0,317,PLUG,Plug,,,,,,,,,,
0,318,MAN,Matrix AI Network,,,,,,,,,,
0,319,ECC,ECCoin,,,,,,,,,,
1,320,RPD,Rapids,secp256k1,sha256,,,0x3d,0x06,0x2e,,,
0,321,RAP,Rapture,,,,,,,,,,
0,322,GARD,Hashgard,,,,,,,,,,
0,323,ZER,Zero,,,,,,,,,,
0,324,EBST,eBoost,,,,,,,,,,
0,325,SHARD,Shard,,,,,,,,,,
0,326,MRX,Metrix Coin,,,,,,,,,,
0,327,CMM,Commercium,,,,,,,,,,
0,328,BLOCK,Blocknet,,,,,,,,,,
0,329,AUDAX,AUDAX,,,,,,,,,,
0,330,LUNA,Terra,,,,,,,,,,
0,331,ZPM,zPrime,,,,,,,,,,
0,332,KUVA,Kuva Utility Note,,,,,,,,,,
0,333,MEM,MemCoin,,,,,,,,,,
0,334,CS,Credits,,,,,,,,,,
0,335,SWIFT,SwiftCash,,,,,,,,,,
1,336,FIX,FIX,secp256k1,sha256,0x0221312B,0x022D2533,0x23,0x5F,0x3C,,,
0,337,CPC,CPChain,,,,,,,,,,
0,338,VGO,VirtualGoodsToken,,,,,,,,,,
0,339,DVT,DeVault,,,,,,,,,,
0,340,N8V,N8VCoin,,,,,,,,,,
0,341,MTNS,OmotenashiCoin,,,,,,,,,,
0,342,BLAST,BLAST,,,,,,,,,,
0,343,DCT,DECENT,,,,,,,,,,
0,344,AUX,Auxilium,,,,,,,,,,
0,345,USDP,USDP,,,,,,,,,,
0,346,HTDF,HTDF,,,,,,,,,,
0,347,YEC,Ycash,,,,,,,,,,
0,348,QLC,QLC Chain,,,,,,,,,,
0,349,TEA,Icetea Blockchain,,,,,,,,,,
0,350,ARW,ArrowChain,,,,,,,,,,
0,351,MDM,Medium,,,,,,,,,,
0,352,CYB,Cybex,,,,,,,,,,
